"","ExclusionGroup","Notes","Sex","DOT","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","HCGroup.spontaneous.noerror","HCGroup.final","HCGroup.best","IsProductive.noerror","IsProductive.final","PGroup.final","SuccessorKnower","EndlessKnower","Category","InfinityStage","DecadeCounter","DecadeKnowledge","EndlessPartial","LadlabID"
"3077","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","WCN","momentum","70",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3078","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","WCN","momentum","37",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3079","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","WCN","momentum","29",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3080","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","WCN","momentum","86",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3081","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","WCN","momentum","59",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3082","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","A1","BiggestNumber","none",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3083","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","B1","isBiggest","no",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3084","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","B2","EndOrForever","forever",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3085","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","B2","Why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3086","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C1","CanWeAddToBigNumber","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3087","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C1","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3088","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C2","CanWeAdd1toX","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3089","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C2","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3090","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C3","CanKeepAdding1","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3091","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C3","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3092","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","C3","WhatWouldHappen","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3093","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","D1","CanYouCountTens","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3094","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","D2","CountingByTens","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3095","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","D3","TenMoreThanTen","twenty",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3096","dnf WCN","","f","4/2/16","english","yes","Spanish","museum","JC","JC","no",4.94,"4.5-5y","no","1","D4","TenTwenty","30,40,50..",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",NA,NA,NA,NA,NA,NA,NA,"infinity-072"
"3097","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","spontaneous","raw",NA,"1-15, 17-19. 21-25, 28-29, 98, 45, 30-35, 38, 39, 90, 98, 69, 40","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3098","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","spontaneous","noerror",NA,"26","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3099","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","spontaneous","consecutive",NA,"26","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3100","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","supported","raw",NA,"[30], 39","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3101","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","supported","noerror",NA,"26","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3102","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","spontaneous","IHC",NA,"15","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3103","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","spontaneous","decchangeerror",NA,"19","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3104","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","productivity","classification",NA,NA,"2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3105","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","HC","supported","times",NA,"1","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3106","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","practice","1",1,"2","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3107","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","practice","5",0,"4","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3108","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","23",1,"24","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3109","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","40",0,"44","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3110","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","62",0,"98","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3111","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","70",0,"18","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3112","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","37",0,"80","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3113","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","29",0,"80","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3114","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","86",0,"98","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3115","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","immediate","59",0,"89","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3116","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","3",1,"4","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3117","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","23",NA,NA,"2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3118","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","40",1,"41","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3119","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","62",0,"90","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3120","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","70",0,"78","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3121","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","37",1,"38","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3122","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","29",0,"80","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3123","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","86",0,"90","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3124","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","WCN","momentum","59",0,"54","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3125","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","A1","BiggestNumber","none",NA,"13","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3126","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","B1","isBiggest","no",NA,"yes","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3127","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","B2","EndOrForever","forever",NA,"forever","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3128","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","B2","Why","justification",NA,"idk","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3129","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C1","CanWeAddToBigNumber","yes",NA,"yes","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3130","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C1","why","justification",NA,"we have to make it bigger","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3131","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C2","CanWeAdd1toX","yes",NA,"yes","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3132","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C2","why","justification",NA,"idk","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3133","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C3","CanKeepAdding1","yes",NA,"yes","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3134","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C3","why","justification",NA,"idk","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3135","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","C3","WhatWouldHappen","justification",NA,"it will be a lot ""plus""er","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3136","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","D1","CanYouCountTens","yes",NA,"yes","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3137","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","D2","CountingByTens","yes",NA,"1,2,3,4,5,6,7,8,9,10","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3138","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","D3","TenMoreThanTen","twenty",NA,NA,"2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3139","include","","F","4/3/17","English","no",NA,"School","JC","JC","yes",4.61,"4.5-5y","yes","0","D4","TenTwenty","30,40,50..",NA,"40","2-medium","2-medium","2-medium",0,0,"1-Weak",1,0,"C Successor-only",3,0,0,1,"infinity-073"
"3140","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","spontaneous","raw",NA,"1-14,16-21,2,3,4,5[20,21]22-29","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3141","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","spontaneous","noerror",NA,"14","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3142","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","spontaneous","consecutive",NA,"29","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3143","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","supported","raw",NA,"[30]idk","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3144","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","supported","noerror",NA,"29","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3145","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","spontaneous","IHC",NA,"14","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3146","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","spontaneous","decchangeerror",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3147","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","productivity","classification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3148","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","HC","supported","times",NA,"1","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3149","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","practice","1",1,"2","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3150","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","practice","5",1,"6","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3151","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","23",0,"4","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3152","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","40",0,"idk","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3153","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","62",0,"idk","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3154","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","70",0,"18","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3155","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","37",0,"13","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3156","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","29",0,"idk","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3157","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","86",1,"87","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3158","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","immediate","59",1,"60","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3159","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","3",1,"4","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3160","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","23",1,"24","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3161","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","40",0,"20","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3162","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","62",0,"67","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3163","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","70",0,"18","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3164","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","37",1,"38","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3165","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","29",0,"40","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3166","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","86",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3167","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","WCN","momentum","59",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3168","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","A1","BiggestNumber","none",NA,"10","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3169","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","B1","isBiggest","no",NA,"yes","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3170","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","B2","EndOrForever","forever",NA,"both yes","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3171","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","B2","Why","justification",NA,"both IDK","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3172","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C1","CanWeAddToBigNumber","yes",NA,"no","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3173","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C1","why","justification",NA,"Supposed to be little","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3174","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C2","CanWeAdd1toX","yes",NA,"no","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3175","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C2","why","justification",NA,"idk","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3176","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C3","CanKeepAdding1","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3177","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C3","why","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3178","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","C3","WhatWouldHappen","justification",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3179","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","D1","CanYouCountTens","yes",NA,"no","1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3180","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","D2","CountingByTens","yes",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
"3181","include","","M","4/3/17","English","yes","Vietnamese, Hungarian","School","JC","JC","yes",4.25,"4-4.5y","yes","1","D3","TenMoreThanTen","twenty",NA,NA,"1-low","2-medium","2-medium",0,0,"2-Unproductive",0,0,"A Non-knower",1,1,4,0,"infinity-074"
