"","LadlabID","IHC","FHC","Age","Productivity","Productivity.tertiary","ProductivityStrict","ProductivityStrict.tertiary","TaskItem_num","TaskItem_type","Accuracy","WithinOutsideIHC"
"395","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"396","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"397","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"398","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"399","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"400","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",1,"outside"
"401","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"402","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"outside"
"403","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"404","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"405","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"outside"
"406","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"outside"
"407","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"408","infinity-075",29,99,5.35,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"409","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"410","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"within"
"411","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"within"
"412","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",0,"outside"
"413","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"414","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",1,"within"
"415","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",0,"outside"
"416","infinity-076",69,99,5.41,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"within"
"417","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"outside"
"418","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",0,"outside"
"419","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"420","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",0,"outside"
"421","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"outside"
"422","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"outside"
"423","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",0,"outside"
"424","infinity-077",14,49,4.84,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"425","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",0,"within"
"426","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"outside"
"427","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",0,"outside"
"428","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"429","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"outside"
"430","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
"431","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"432","infinity-078",30,99,4.79,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"433","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"434","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"435","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"436","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"437","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"438","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"439","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"440","infinity-079",12,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"441","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"within"
"442","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"443","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"444","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"445","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"446","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",1,"within"
"447","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"448","infinity-080",36,44,4.82,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"449","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",0,"within"
"450","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",0,"outside"
"451","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"452","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",0,"outside"
"453","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",0,"outside"
"454","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
"455","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",0,"outside"
"456","infinity-081",33,79,4.36,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"457","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"458","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"within"
"459","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"within"
"460","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"within"
"461","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"within"
"462","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"within"
"463","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"464","infinity-084",77,99,5.21,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"within"
"465","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"466","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",0,"outside"
"467","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"468","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"469","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"outside"
"470","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"outside"
"471","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"472","infinity-085",29,89,5.04,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"473","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"474","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"within"
"475","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"476","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"477","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"478","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
"479","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"480","infinity-086",49,99,5.63,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"481","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"482","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"483","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"484","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"485","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"486","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"487","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"488","infinity-087",99,99,4.51,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"489","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"490","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"491","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"492","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"493","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"494","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"495","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"496","infinity-088",29,29,4.31,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"497","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"498","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"499","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"500","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"501","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"502","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"503","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"504","infinity-090",9,9,4.36,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"505","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"506","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"507","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"508","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"509","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"510","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"511","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"512","infinity-092",14,29,4.42,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"513","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"514","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"515","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"516","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"517","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"518","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"519","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"520","infinity-096",99,99,5.86,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"521","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"522","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"523","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"524","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"525","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"526","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"527","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"528","infinity-097",14,34,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"529","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"530","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"531","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"532","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"533","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"534","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"535","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"536","infinity-098",14,29,4.41,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"537","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"538","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"539","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"540","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"541","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"542","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"543","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"544","infinity-099",16,16,4.15,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"545","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"546","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",0,"within"
"547","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"548","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"549","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"550","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",1,"within"
"551","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"552","infinity-100",59,99,5.75,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"553","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",0,"within"
"554","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",0,"outside"
"555","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"556","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"557","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",0,"within"
"558","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
"559","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",0,"outside"
"560","infinity-101",39,99,5.18,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"561","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"562","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"within"
"563","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"within"
"564","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"outside"
"565","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"within"
"566","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"within"
"567","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"568","infinity-103",63,99,5.5,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",59,"Item Type: Decade transition",1,"within"
"569","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"570","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"571","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"572","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"573","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"574","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"575","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"576","infinity-105",99,99,5.5,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"577","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"578","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"579","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"580","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"581","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"582","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"583","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"584","infinity-106",99,99,5.84,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"585","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"586","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"within"
"587","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",0,"outside"
"588","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",0,"outside"
"589","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",0,"within"
"590","infinity-107",49,99,5.01,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
