"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"2533",3651,NA,"m","english","y","little Arabic","school","JC","JC","y",5.04,"5-5.5y","y","1","C3","whatwouldhappen","justification",NA,NA,0,0,"A Non-knower","infinity-085","Productive",29,89,29,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",60,"Productive (IHC < 99)","Productive (IHC < 99)",60,0,0,"46","None or partial","No knowledge"
"2534",3652,NA,"m","english","y","little Arabic","school","JC","JC","y",5.04,"5-5.5y","y","1","D1","canyoucounttens","yes",NA,"yes",0,0,"A Non-knower","infinity-085","Productive",29,89,29,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",60,"Productive (IHC < 99)","Productive (IHC < 99)",60,0,0,"46","None or partial","No knowledge"
"2535",3653,NA,"m","english","y","little Arabic","school","JC","JC","y",5.04,"5-5.5y","y","1","D2","countingbytens","yes",NA,"1,2,3,4,5,6,7,8,9,10",0,0,"A Non-knower","infinity-085","Productive",29,89,29,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",60,"Productive (IHC < 99)","Productive (IHC < 99)",60,0,0,"46","None or partial","No knowledge"
"2536",3654,NA,"m","english","y","little Arabic","school","JC","JC","y",5.04,"5-5.5y","y","1","D3","tenmorethanten","twenty",NA,NA,0,0,"A Non-knower","infinity-085","Productive",29,89,29,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",60,"Productive (IHC < 99)","Productive (IHC < 99)",60,0,0,"46","None or partial","No knowledge"
"2537",3655,NA,"m","english","y","little Arabic","school","JC","JC","y",5.04,"5-5.5y","y","1","D4","tentwenty","30,40,50..",NA,"21",0,0,"A Non-knower","infinity-085","Productive",29,89,29,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",60,"Productive (IHC < 99)","Productive (IHC < 99)",60,0,0,"46","None or partial","No knowledge"
"2538",3656,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","spontaneous","raw",NA,"1--49",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2539",3657,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","spontaneous","noerror",NA,"49",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2540",3658,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","spontaneous","consecutive",NA,"49",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2541",3659,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","supported","raw",NA,"[50]-59, [60]-69, [70]-79, [80]-89, [90]-99, [100]-109, [110]-113",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2542",3660,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","supported","noerror",NA,"113",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2543",3661,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","spontaneous","IHC",NA,"49",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2544",3662,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","spontaneous","decchangeerror",NA,"49",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2545",3663,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","productivity","classification",NA,"prod",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2546",3664,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","HC","supported","times",NA,"5",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2547",3665,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","practice","1",1,"2",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2548",3666,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","practice","5",1,"6",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2549",3667,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","23",1,"24",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2550",3668,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","40",1,"41",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2551",3669,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","62",1,"63",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2552",3670,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","70",1,"71",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2553",3671,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","37",1,"38",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2554",3672,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","29",0,"21",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2555",3673,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","86",1,"87",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2556",3674,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","immediate","59",0,"80 ten",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2557",3675,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","3",1,"4",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2558",3676,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","23",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2559",3677,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","40",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2560",3678,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","62",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2561",3679,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","70",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2562",3680,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","37",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2563",3681,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","29",1,"30",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2564",3682,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","86",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2565",3683,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","WCN","momentum","59",0,"30",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2566",3684,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","A1","biggestnumber","none",NA,"a million",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2567",3685,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","B1","isbiggest","no",NA,"Yes",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2568",3686,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","B2","endorforever","forever",NA,"forever",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2569",3687,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","B2","why","justification",NA,"because they keep on going",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2570",3688,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C1","canweaddtobignumber","yes",NA,"no",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2571",3689,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C1","why","justification",NA,"200 million ",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2572",3690,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C2","canweadd1tox","yes",NA,"yes",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2573",3691,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C2","why","justification",NA,"million 10 is the biggest number possible",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2574",3692,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C3","cankeepadding1","yes",NA,"yes",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2575",3693,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C3","why","justification",NA,"b/c it makes a million longer",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2576",3694,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","C3","whatwouldhappen","justification",NA,"it keeps getting bigger",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2577",3695,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","D1","canyoucounttens","yes",NA,"No",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2578",3696,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","D2","countingbytens","yes",NA,NA,1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2579",3697,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","D3","tenmorethanten","twenty",NA,"50 [20]",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2580",3698,NA,"m","english",NA,NA,"school","KG","KG","y",5.63,"5.5-6y","y","1","D4","tentwenty","30,40,50..",NA,"30, 40, 50, 60, 70, 18, 19, 20",1,0,"B Successor-only","infinity-086","Productive",49,99,49,"count at least two decades higher than DCE without making more than three errors in those two decades",5,"Productive",50,"Productive (IHC < 99)","Productive (IHC < 99)",67,0,0,"67","None or partial","Some knowledge"
"2581",3699,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","spontaneous","raw",NA,"1-100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2582",3700,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","spontaneous","noerror",NA,"100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2583",3701,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","spontaneous","consecutive",NA,"100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2584",3702,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","supported","raw",NA,"[101] NR",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2585",3703,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","supported","noerror",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2586",3704,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","spontaneous","IHC",NA,"100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2587",3705,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","spontaneous","decchangeerror",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2588",3706,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","productivity","classification",NA,"prod",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2589",3707,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","HC","supported","times",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2590",3708,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2591",3709,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","practice","5",1,"6",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2592",3710,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","23",1,"24",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2593",3711,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","40",1,"41",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2594",3712,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","62",1,"63",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2595",3713,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","70",1,"71",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2596",3714,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","37",1,"38",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2597",3715,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","29",1,"30",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2598",3716,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","86",1,"87",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2599",3717,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","immediate","59",1,"60",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2600",3718,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","3",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2601",3719,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","23",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2602",3720,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","40",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2603",3721,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","62",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2604",3722,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","70",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2605",3723,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","37",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2606",3724,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","29",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2607",3725,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","86",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2608",3726,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","WCN","momentum","59",NA,NA,0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
"2609",3727,NA,"m","english",NA,NA,"school","KG","KG","y",4.51,"4.5-5y","y","0","A1","biggestnumber","none",NA,"100",0,0,"A Non-knower","infinity-087","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",54,NA,NA,"102","None or partial","No knowledge"
